timestamp,city,aqi,pm25,pm10,no2,co,o3,so2,nh3,temperature,humidity,pressure,wind_speed
2026-05-31 20:47:43,Karachi,3,14.14,67.94,0.09,74.33,32.99,0.39,0,30.07,74,1005,2.57
2026-05-31 21:49:15,Karachi,3,14.38,68.69,0.09,74.77,33.46,0.39,0,30.07,74,1004,5.14
2026-05-31 22:48:43,Karachi,3,14.73,69.88,0.09,74.89,34.04,0.39,0,30.06,74,1004,4.12
2026-05-31 23:57:06,Karachi,3,15.14,71.31,0.09,74.75,34.34,0.39,0,30.07,74,1005,2.57
2026-06-01 03:32:01,Karachi,3,15.7,72.79,0.08,74.22,35.46,0.42,0,31.07,70,1007,5.14
2026-06-01 09:11:04,Karachi,3,15.18,73.79,0.05,73.75,33.19,0.39,0,36.06,52,1006,6.17
2026-06-01 15:47:25,Karachi,3,14.05,69.75,0.08,75.29,33.11,0.38,0,32.07,62,1005,6.17
2026-06-01 20:09:08,Karachi,3,15.31,74.6,0.08,77.14,36.48,0.39,0,30.07,74,1005,5.66
2026-06-01 22:55:24,Karachi,3,16.81,80.76,0.08,77.55,38.74,0.41,0,30.07,79,1005,4.63
2026-06-02 00:06:11,Karachi,3,17.23,82.57,0.09,77.61,39.47,0.42,0,30.07,79,1006,4.63
2026-06-02 05:22:11,Karachi,3,18.28,90.04,0.08,76.36,39.52,0.44,0,33.07,58,1007,5.14
2026-06-02 10:02:28,Karachi,3,18.41,92.89,0.05,75.11,36.6,0.37,0,36.07,38,1004,1.54
2026-06-02 14:42:44,Karachi,3,15.97,77.4,0.1,74.56,33.68,0.32,0,31.07,66,1005,5.14
2026-06-02 18:31:12,Karachi,3,15.81,76.26,0.1,75.27,34.46,0.33,0,28.36,85,1005,4.58
2026-06-02 21:41:23,Karachi,3,16.92,83.61,0.09,76.01,37.2,0.38,0,27.97,85,1004,1.97
2026-06-02 23:26:51,Karachi,3,17.66,87.19,0.09,76.44,38.65,0.37,0,27.94,85,1003,2.04
2026-06-03 02:45:33,Karachi,3,20.22,95.61,0.08,77.48,43.68,0.34,0,28.73,77,1005,4.56
2026-06-03 08:05:54,Karachi,3,20.86,99.43,0.05,75.85,42.14,0.33,0,30.88,67,1004,6.05
2026-06-03 13:05:59,Karachi,4,21.31,105.16,0.06,75.28,40.26,0.33,0,30.1,75,1001,6.31
2026-06-03 18:16:20,Karachi,4,24.06,101.5,0.07,80.13,53.26,0.36,0,28.43,83,1003,5.84
2026-06-03 21:41:31,Karachi,3,21,95.85,0.07,76.78,43.63,0.34,0,27.77,86,1001,5.05
2026-06-03 23:25:51,Karachi,3,21.21,97.3,0.07,76.87,43.63,0.34,0,27.86,86,1001,5.18
2026-06-04 02:39:58,Karachi,4,23.4,108.13,0.08,77.36,47.56,0.39,0,28.78,80,1003,6.15
2026-06-04 07:14:59,Karachi,4,25.47,122.94,0.05,76.9,47.72,0.4,0,30.86,73,1003,6.99
2026-06-04 10:54:05,Karachi,4,28.56,142.73,0.04,76.64,44.34,0.39,0,30.92,73,1000,7.04
2026-06-04 13:52:32,Karachi,4,30.16,145.87,0.07,77.83,48.91,0.4,0,29.21,81,1000,7
2026-06-04 16:43:20,Karachi,4,31.52,153.27,0.07,78.38,48.63,0.44,0,28.45,86,1001,6.29
2026-06-04 19:12:45,Karachi,4,31.9,150.22,0.07,78.9,49.9,0.45,0,28.38,84,1001,7.14
